,Артикул,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Ширина кольца,Ширина,Высота,Номер страницы,Цена со скидкой,Цена без скидки
735,94013609,Для женщин,2.39,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,11.0,11.0,1.0,21,1500,4990
736,94013767,Для женщин,2.88,Родированное серебро,925.0,"Родирование,  Эмаль",Эмаль,Неизвестно,1.0,Неизвестно,0.48,4.0,9.0,1.0,21,3150,6990
737,95010184,Для женщин,1.75,Чернёное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.009,2.0,7.0,3.0,21,1140,3790
738,95010204,"Для женщин, Для мужчин, Унисекс",5.12,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,6.0,6.0,2.0,21,3820,8490
739,018381,Для женщин,2.64,Красное золото,585.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.618,2.4602927436935533,7.272491669751944,3.3737936154417225,21,35100,77990
740,018997,Для женщин,4.08,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,20.0,3.0,21,56250,124990
741,019181,Для женщин,0.99,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,3.0,1.0,21,12150,26990
742,1012381,Для женщин,1.12,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,7.0,Бесцветный,0.207,2.0,2.0,2.0,21,41000,204990
743,1012435-3,Для женщин,2.09,Белое золото,585.0,"Золочение,  Родирование",Бриллиант (природный),Круг,5.0,Бесцветный,0.106,2.0,5.0,3.0,21,63000,139990
744,1012464-3,Для женщин,1.14,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.138,2.0,4.0,4.0,21,67500,149990
745,1012581,Для мужчин,6.55,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.117,4.0,7.272491669751944,3.3737936154417225,21,141750,314990
746,1012591,Для мужчин,9.67,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.028,7.0,7.272491669751944,3.3737936154417225,21,150750,334990
747,1012624-3,Для женщин,1.64,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,7.0,Бесцветный,0.081,1.0,7.272491669751944,3.3737936154417225,21,42750,94990
748,714626,Для женщин,1.87,Красное золото,585.0,Неизвестно,Топаз,Груша,3.0,Голубой,1.302,2.4602927436935533,7.272491669751944,3.3737936154417225,21,18900,62990
749,716190,Для женщин,1.69,Красное золото,585.0,Неизвестно,Топаз,Багет,1.0,Голубой,1.163,2.0,8.0,4.0,21,20400,67990
750,92011970,Для женщин,3.06,Родированное серебро,925.0,Неизвестно,Топаз,Груша,1.0,Голубой,3.435,1.0,18.0,7.0,21,6070,13490
751,93010574,Для женщин,1.78,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,21,1800,3990
752,93010874,Для женщин,3.13,Золочёное серебро,925.0,Золочение,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,12.0,4.0,22,3150,6990
753,93110021,"Для женщин, Для мужчин, Унисекс",2.41,Золочёное серебро,925.0,"Золочение,  Родирование",Фианит,Круг,1.0,Бесцветный,0.009,3.0,3.0,1.0,22,1890,4190
754,94011230,Для мужчин,4.54,Родированное серебро,925.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,22,3060,6790
755,94110016,Для женщин,2.18,Родированное серебро,925.0,Гравировка,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,22,1890,4190
756,018750,Для женщин,1.72,Красное золото,585.0,Родирование,Фианит,Круг,8.0,Бесцветный,0.068,2.0,6.0,3.0,22,21600,47990
757,1012444,Для женщин,1.21,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.081,1.0,3.0,3.0,22,54000,119990
758,1012478-3,Для женщин,2.81,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.15,2.0,3.0,2.0,22,101250,224990
759,3010612,Для женщин,1.73,Комбинированное золото,585.0,Родирование,Изумруд натуральный,Круг,1.0,Зелёный,0.141,2.0,4.0,5.0,22,33000,109990
760,93011085,Для женщин,0.8,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,22,1260,2790
761,94013506,Для женщин,4.54,Родированное серебро,925.0,Неизвестно,Фианит,Круг,21.0,Чёрный,0.307,2.4602927436935533,7.272491669751944,3.3737936154417225,22,3150,6990
762,94013646,Для женщин,1.2,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.846,2.4602927436935533,7.272491669751944,3.3737936154417225,22,1170,2590
763,017543,Для женщин,1.87,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,2.4602927436935533,7.272491669751944,3.3737936154417225,22,28350,62990
764,018870,Для женщин,0.78,Красное золото,585.0,Родирование,Фианит,Круг,13.0,Бесцветный,0.111,1.0,7.0,1.0,22,12150,26990
765,019127,Для женщин,2.0,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,10.0,10.0,1.0,22,20400,67990
766,019242,Для женщин,1.07,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,4.0,1.0,22,13500,29990
767,019247,Для женщин,1.03,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,4.0,1.0,22,13500,29990
768,019333,Для женщин,2.58,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,7.0,7.0,1.0,22,31500,69990
769,019339,Для женщин,3.27,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,8.0,2.0,22,40500,89990
770,1012344,Для женщин,1.14,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,35.0,Бесцветный,0.102,1.0,6.0,2.0,22,33750,74990
771,1012447,Для женщин,1.12,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.083,1.0,3.0,3.0,22,51750,114990
772,716513,Для женщин,3.11,Красное золото,585.0,Неизвестно,Горный хрусталь,Круг,1.0,Бесцветный,5.459,1.0,13.0,10.0,22,29400,97990
773,791201,Для женщин,0.6,Красное золото,585.0,Неизвестно,Жемчуг натуральный,Круг,1.0,Белый,0.517,1.0,5.0,5.0,22,10800,23990
774,82010013,Для женщин,1.42,Родированное серебро,925.0,Родирование,Гидротермальный изумруд (синт.),Круг,1.0,Зелёный,0.447,2.4602927436935533,7.272491669751944,3.3737936154417225,22,2880,6390
775,87010052,Для женщин,1.83,Золочёное серебро,925.0,"Золочение,  Родирование",Бриллиант (природный),Круг,1.0,Бесцветный,0.004,2.0,5.0,2.0,22,2610,5790
776,88010073,Для женщин,1.28,Родированное серебро,925.0,Неизвестно,Корунд,Круг,1.0,Синий,0.602,1.0,7.0,4.0,22,2070,4590
777,92012093,Для женщин,1.07,Родированное серебро,925.0,Неизвестно,Хризолит,Круг,5.0,Зелёный,0.198,2.0,3.0,2.0,22,1350,2990
778,92014378,Для женщин,2.55,Родированное серебро,925.0,Неизвестно,Ситалл,Груша,1.0,Зелёный,4.85,2.0,7.272491669751944,3.3737936154417225,22,2970,6590
779,93010726,Для женщин,2.48,Золочёное серебро,925.0,Золочение,Фианит,Круг,11.0,Бесцветный,0.473,2.4602927436935533,7.272491669751944,3.3737936154417225,22,3150,6990
780,93011078,Для женщин,1.66,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,22,1800,3990
781,94012651,Для женщин,1.2,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.066,1.0,3.0,2.0,22,840,2790
782,94013623,Для женщин,1.66,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,6.0,12.0,1.0,22,1800,3990
783,94013735,Для женщин,0.96,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.297,2.4602927436935533,7.272491669751944,3.3737936154417225,22,1260,2790
784,95010156,Для женщин,2.79,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,5.0,5.0,2.0,23,2790,6190
785,95010225,Для мужчин,4.72,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,8.0,8.0,1.0,23,3600,7990
786,014097,Для мужчин,3.57,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,23,41850,92990
787,018521,Для женщин,2.07,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.201,2.0,11.0,3.0,23,23850,52990
788,018880,Для женщин,2.35,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,4.0,1.0,23,26100,57990
789,019029-3,Для женщин,1.73,Белое золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,23,26100,57990
790,019080,Для женщин,6.0,Красное золото,585.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,5.0,20.0,2.0,23,81000,179990
791,019147,Для женщин,1.3,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,23,17100,37990
792,019255,Для женщин,1.75,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,6.0,1.0,23,21600,47990
793,019267,Для женщин,1.38,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.066,2.0,4.0,3.0,23,15750,34990
794,019288,Для женщин,0.84,Красное золото,585.0,Родирование,Фианит,Круг,11.0,Бесцветный,0.094,1.0,7.272491669751944,3.3737936154417225,23,10800,23990
795,1011533-3,Для женщин,1.4,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.067,2.4602927436935533,7.272491669751944,3.3737936154417225,23,40500,89990
796,1011578-3,Для женщин,1.59,Белое золото,585.0,"Алмазная грань,  Родирование",Бриллиант (природный),Круг,1.0,Бесцветный,0.036,2.4602927436935533,7.272491669751944,3.3737936154417225,23,42750,94990
797,1011587,Для женщин,1.34,Жёлтое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.03,2.4602927436935533,7.272491669751944,3.3737936154417225,23,35100,77990
798,1011906-2,Для женщин,1.13,Жёлтое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.036,2.4602927436935533,7.272491669751944,3.3737936154417225,23,22500,74990
799,1011924,Для женщин,1.47,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.039,2.4602927436935533,7.272491669751944,3.3737936154417225,23,30600,67990
800,1011958-3,Для женщин,2.29,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,20.0,Бесцветный,0.058,2.4602927436935533,7.272491669751944,3.3737936154417225,23,54000,119990
801,1012080,Для женщин,1.84,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,72.0,Бесцветный,0.713,2.4602927436935533,7.272491669751944,3.3737936154417225,23,184500,409990
802,1012221-3,Для женщин,1.54,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.067,2.0,3.0,4.0,23,36000,119990
803,1012260-3,Для женщин,1.61,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.081,2.0,3.0,3.0,23,39000,129990
804,1012272-3,Для женщин,1.89,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,10.0,Бесцветный,0.295,2.0,2.0,1.0,23,108000,239990
805,1012303,Для женщин,1.22,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,14.0,Бесцветный,0.041,2.0,3.0,2.0,23,30600,67990
806,1012373,Для женщин,1.3,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,8.0,Бесцветный,0.043,1.0,2.0,2.0,23,32850,72990
807,1012378-3,Для женщин,1.48,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,54.0,Бесцветный,0.157,2.0,5.0,1.0,23,47250,104990
808,1012471-3,Для женщин,1.42,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.138,1.0,3.0,4.0,23,69750,154990
809,1012565,Для женщин,1.67,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.09,1.0,5.0,4.0,23,47250,104990
810,1110212,Для женщин,1.13,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.026,2.4602927436935533,2.0,1.0,23,20250,44990
811,114119-01,"Для женщин, Для мужчин, Унисекс",3.1,Комбинированное золото,585.0,Неизвестно,Фианит,Круг,5.0,Бесцветный,0.143,2.4602927436935533,7.272491669751944,3.3737936154417225,23,39600,87990
812,12.72.00.03.10.0002.3,Для мужчин,2.2831987394130393,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,23,960,3190
813,715791,Для женщин,2.62,Красное золото,585.0,Неизвестно,Корунд,Маркиз,11.0,Синий,1.757,2.0,24.0,3.0,23,26100,57990
814,716135,Для женщин,1.58,Красное золото,585.0,Неизвестно,Топаз,Круг,1.0,Голубой,0.554,2.0,5.0,5.0,23,15900,52990
815,716321,Для женщин,1.09,Красное золото,585.0,Неизвестно,Опал натуральный,Овал,1.0,Розовый,0.762,1.0,7.0,4.0,23,12600,27990
816,716325,Для женщин,1.91,Красное золото,585.0,Неизвестно,Раухтопаз,Квадрат,1.0,Коричневый,2.282,2.0,9.0,6.0,23,19350,42990
817,716541,Для женщин,2.02,Красное золото,585.0,Неизвестно,Аметист,Маркиз,1.0,Сиреневый,1.52,2.0,14.0,5.0,24,30600,67990
818,716816,Для женщин,1.65,Красное золото,585.0,Неизвестно,Раухтопаз,Груша,1.0,Коричневый,1.126,1.0,8.0,5.0,24,21600,47990
819,716818,Для женщин,1.73,Красное золото,585.0,Неизвестно,Горный хрусталь,Груша,1.0,Бесцветный,1.142,1.0,8.0,5.0,24,21000,69990
820,83010194,Для женщин,3.39,Родированное серебро,925.0,Неизвестно,Агат,Круг,1.0,Чёрный,2.037,2.0,11.0,6.0,24,2400,7990
821,92012023,Для женщин,1.68,Родированное серебро,925.0,Неизвестно,Лондон топаз,Овал,1.0,Голубой,1.361,2.0,8.0,5.0,24,2550,8490
822,94012157,Для женщин,1.4,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.297,2.4602927436935533,7.272491669751944,3.3737936154417225,24,1530,3390
823,94012790,Для женщин,1.8,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.122,2.0,15.0,2.0,24,1080,2390
824,94012989,Для женщин,3.71,Родированное серебро,925.0,Родирование,Фианит,Волна,17.0,Бесцветный,4.318,2.0,20.0,3.0,24,5850,12990
825,94013463,Для женщин,1.64,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,10.0,3.0,24,2790,6190
826,94013643,Для женщин,1.24,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,24,1350,2990
827,94013778,Для женщин,1.5,Родированное серебро,925.0,Неизвестно,Фианит,Маркиз,1.0,Бесцветный,0.352,2.0,6.0,3.0,24,1800,3990
828,94013993-91,Для женщин,2.12,Родированное серебро,925.0,Родирование,Стекло минеральное,Неизвестно,1.0,Чёрный,2.65,2.4602927436935533,7.272491669751944,3.3737936154417225,24,3820,8490
829,018620,Для женщин,1.89,Красное золото,585.0,Родирование,Фианит,Круг,8.0,Бесцветный,0.068,2.4602927436935533,7.272491669751944,3.3737936154417225,24,27000,59990
830,018995,Для женщин,0.72,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.451,1.0,4.0,3.0,24,11250,24990
831,019092,Для женщин,1.25,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,2.0,5.0,4.0,24,17100,37990
832,019178,Для женщин,1.39,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,5.0,1.0,24,21600,47990
833,019260,Для женщин,1.22,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,4.0,1.0,24,17100,37990
834,1012350,Для женщин,0.68,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,4.0,Бесцветный,0.015,1.0,3.0,2.0,24,14850,32990
835,1012416-3,Для женщин,1.99,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,19.0,Бесцветный,0.103,2.0,10.0,4.0,24,58500,129990
836,1012447-3,Для женщин,1.12,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.082,1.0,3.0,3.0,24,49500,109990
837,1012452-3,Для женщин,1.05,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.044,2.0,3.0,3.0,24,32850,72990
838,716136,Для женщин,1.67,Белое золото,585.0,Родирование,Топаз,Октагон,1.0,Голубой,1.822,1.0,8.0,5.0,24,23850,52990
839,716490,Для женщин,3.14,Красное золото,585.0,Неизвестно,Аметист,Круг,1.0,Сиреневый,6.018,1.0,13.0,9.0,24,40500,89990
840,716514,Для женщин,3.08,Красное золото,585.0,Неизвестно,Аметист,Круг,1.0,Зелёный,5.409,1.0,13.0,9.0,24,40500,89990
841,716540,Для женщин,2.07,Красное золото,585.0,Неизвестно,Лондон топаз,Маркиз,1.0,Голубой,1.956,2.0,14.0,5.0,24,28350,62990
842,791182,Для женщин,2.43,Красное золото,585.0,Неизвестно,Жемчуг натуральный,Круг,1.0,Белый,4.6,2.0,9.0,8.0,24,28350,62990
843,82010010,Для женщин,1.1,Родированное серебро,925.0,Родирование,Гидротермальный изумруд (синт.),Круг,1.0,Зелёный,0.68,2.4602927436935533,7.272491669751944,3.3737936154417225,24,2970,6590
844,83010105,Для женщин,2.25,Родированное серебро,925.0,Родирование,Агат,Круг,1.0,Голубой,5.266,2.0,13.0,4.0,24,4950,10990
845,87010043,Для женщин,2.21,Родированное серебро,925.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.004,4.0,4.0,2.0,24,2700,5990
846,87010092,Для женщин,2.83,Родированное серебро,925.0,"Золочение,  Родирование",Бриллиант (природный),Круг,1.0,Бесцветный,0.013,3.0,3.0,1.0,24,2100,6990
847,92011722,Для женщин,2.74,Родированное серебро,925.0,"Золочение,  Родирование",Раухтопаз,Круг,1.0,Коричневый,3.335,2.4602927436935533,7.272491669751944,3.3737936154417225,25,1440,4790
848,92012124,Для женщин,2.09,Родированное серебро,925.0,Неизвестно,Хризолит,Круг,5.0,Зелёный,0.636,6.0,6.0,3.0,25,2700,5990
849,92012128,Для женщин,2.29,Родированное серебро,925.0,Неизвестно,Аметист,Круг,3.0,Сиреневый,0.662,6.0,6.0,3.0,25,2790,6190
850,93010531,Для женщин,1.05,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,25,1350,2990
851,93011071,Для женщин,1.26,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,0.618,2.4602927436935533,7.272491669751944,3.3737936154417225,25,1260,2790
852,93011084,Для женщин,0.94,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,0.451,2.4602927436935533,7.272491669751944,3.3737936154417225,25,1170,2590
853,94012160,Для женщин,2.13,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.122,2.4602927436935533,7.272491669751944,3.3737936154417225,25,1380,4590
854,94012708,Для женщин,1.03,Родированное серебро,925.0,Родирование,Фианит,Круг,9.0,Бесцветный,0.149,2.0,6.0,2.0,25,1440,3190
855,94012829,Для женщин,1.72,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,1.455,2.0,6.0,4.0,25,1080,3590
856,94013603,Для женщин,4.09,Родированное серебро,925.0,Родирование,Эмаль,Неизвестно,1.0,Неизвестно,0.48,15.0,15.0,1.0,25,2850,9490
857,94013734,Для женщин,5.17,Родированное серебро,925.0,Неизвестно,Фианит,Круг,201.0,Бесцветный,1.709,4.0,16.0,4.0,25,6070,13490
858,94013857,Для женщин,4.62,Родированное серебро,925.0,Неизвестно,Фианит,Круг,16.0,Зелёный,0.144,3.0,7.272491669751944,4.0,25,4500,9990
859,95010205,Для мужчин,6.62,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,15.0,4.0,25,5850,12990
860,018877,Для женщин,1.62,Красное золото,585.0,Родирование,Фианит,Круг,42.0,Бесцветный,0.42,2.0,3.0,1.0,25,27000,59990
861,019025,Для женщин,1.36,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.451,2.4602927436935533,7.272491669751944,3.3737936154417225,25,19350,42990
862,019048,Для женщин,1.49,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,2.0,6.0,4.0,25,21600,47990
863,019280,Для женщин,1.88,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,25,24750,54990
864,019281,Для женщин,2.11,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,5.0,1.0,25,24750,54990
865,019329,Для женщин,2.63,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,6.0,7.272491669751944,3.3737936154417225,25,36000,79990
866,1012316,Для женщин,2.61,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.192,2.0,4.0,3.0,25,119250,264990
867,1012453-3,Для женщин,1.29,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.137,2.0,3.0,3.0,25,69750,154990
868,1012481-3,Для женщин,1.13,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.116,2.0,3.0,3.0,25,56250,124990
869,1012503-3,Для женщин,1.25,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,32.0,Бесцветный,0.237,2.0,2.0,2.0,25,65250,144990
870,1012515,Для женщин,1.69,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.045,2.0,6.0,4.0,25,56250,124990
871,3010613,Для женщин,1.49,Красное золото,585.0,Родирование,Изумруд натуральный,Круг,5.0,Зелёный,0.279,2.0,3.0,3.0,25,27000,89990
872,7010126-3,Для мужчин,4.59,Белое золото,585.0,"Золочение,  Родирование",Черный бриллиант,Круг,6.0,Чёрный,0.084,6.0,7.272491669751944,3.3737936154417225,25,92250,204990
873,87010054,Для женщин,1.72,Золочёное серебро,925.0,"Золочение,  Родирование",Бриллиант (природный),Круг,1.0,Бесцветный,0.004,2.0,5.0,3.0,25,2700,5990
874,87010055,Для женщин,1.73,Золочёное серебро,925.0,"Золочение,  Родирование",Бриллиант (природный),Круг,1.0,Бесцветный,0.004,2.0,4.0,4.0,25,2610,5790
875,94013714,Для женщин,1.78,Родированное серебро,925.0,Неизвестно,Фианит,Октагон,1.0,Бесцветный,1.871,2.4602927436935533,7.272491669751944,3.3737936154417225,25,1800,3990
876,94013802,Для женщин,2.32,Родированное серебро,925.0,Неизвестно,Фианит,Круг,30.0,Бесцветный,0.255,2.0,20.0,1.0,25,2700,5990
877,010184,Для женщин,2.08,Красное золото,585.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,25,28350,62990
878,010912,Для женщин,1.84,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,25,26100,57990
879,012195,Для женщин,2.57,Красное золото,585.0,Родирование,Фианит,Круг,33.0,Бесцветный,0.941,2.4602927436935533,7.272491669751944,3.3737936154417225,25,37350,82990
880,016622,Для женщин,1.0,Красное золото,585.0,Родирование,Фианит,Круг,11.0,Бесцветный,0.094,2.4602927436935533,7.272491669751944,3.3737936154417225,25,17100,37990
881,016675,Для женщин,1.55,Красное золото,585.0,Родирование,Фианит,Круг,7.0,Бесцветный,0.116,2.4602927436935533,7.272491669751944,3.3737936154417225,25,23850,52990
882,016788,Для женщин,1.49,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,25,21600,47990
883,017052,Для женщин,1.64,Красное золото,585.0,Родирование,Фианит,Круг,7.0,Бесцветный,1.405,2.4602927436935533,7.272491669751944,3.3737936154417225,25,23850,52990
884,017098,Для женщин,3.2,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,25,41850,92990
885,017149,Для женщин,1.14,Красное золото,585.0,Родирование,Фианит,Круг,29.0,Бесцветный,0.479,2.4602927436935533,7.272491669751944,3.3737936154417225,25,18000,39990
886,017151,Для женщин,1.22,Красное золото,585.0,Родирование,Фианит,Круг,18.0,Бесцветный,0.153,2.4602927436935533,7.272491669751944,3.3737936154417225,25,21600,47990
887,017169,Для женщин,1.07,Красное золото,585.0,Родирование,Фианит,Круг,9.0,Бесцветный,0.59,2.4602927436935533,7.272491669751944,3.3737936154417225,25,17100,37990
888,017185,Для женщин,1.08,Красное золото,585.0,Родирование,Фианит,Круг,19.0,Бесцветный,0.162,2.4602927436935533,7.272491669751944,3.3737936154417225,25,17100,37990
889,017186,Для женщин,0.93,Красное золото,585.0,Родирование,Фианит,Круг,15.0,Бесцветный,0.128,2.4602927436935533,7.272491669751944,3.3737936154417225,25,13500,29990
890,017231,Для женщин,1.26,Красное золото,585.0,Родирование,Фианит,Круг,19.0,Бесцветный,0.162,2.4602927436935533,7.272491669751944,3.3737936154417225,25,19350,42990
891,017237,Для женщин,0.82,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.122,1.0,7.272491669751944,3.3737936154417225,26,14850,32990
892,017238,Для женщин,1.11,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.122,2.4602927436935533,7.272491669751944,3.3737936154417225,26,15750,34990
893,017256,Для женщин,1.25,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,26,17100,37990
894,017290,Для женщин,1.42,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,26,18000,39990
895,017325,Для женщин,1.22,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,26,18000,39990
896,017332,Для женщин,1.45,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,26,21600,47990
897,017351,Для женщин,1.22,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,26,18000,39990
