,Артикул,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Ширина кольца,Ширина,Высота,Номер страницы,Цена со скидкой,Цена без скидки
2241,94014196,Для женщин,1.45,Родированное серебро,925.0,Неизвестно,Фианит,Круг,24.0,Бесцветный,0.204,1.0,7.272491669751944,3.3737936154417225,72,2340,5190
2242,94014197,Для женщин,1.85,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,72,2250,4990
2243,94014198,Для женщин,2.46,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,72,3150,6990
2244,94014199,Для женщин,2.54,Родированное серебро,925.0,Неизвестно,Фианит,Круг,39.0,Бесцветный,0.332,2.0,7.272491669751944,3.3737936154417225,72,4050,8990
2245,94014212,Для женщин,2.56,Родированное серебро,925.0,Неизвестно,Фианит,Круг,10.0,Бесцветный,0.085,2.0,7.272491669751944,3.3737936154417225,72,3600,7990
2246,94014593,Для женщин,1.75,Родированное серебро,925.0,Эмаль,Эмаль,Неизвестно,1.0,Неизвестно,0.48,4.0,4.0,1.0,72,2700,5990
2247,95010224,Для женщин,2.82,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,11.0,3.0,72,2610,5790
2248,95010229,Для женщин,2.25,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,72,2160,4790
2249,95010230,"Для женщин, Для мужчин, Унисекс",7.64,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,6.0,7.272491669751944,3.3737936154417225,72,6300,13990
2250,017958,Для женщин,1.21,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,2.4602927436935533,7.272491669751944,3.3737936154417225,72,19350,42990
2251,018577,Для женщин,2.22,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.297,1.0,10.0,4.0,72,27000,59990
2252,018896,Для женщин,1.19,Красное золото,585.0,Родирование,Фианит,Круг,44.0,Бесцветный,0.44,2.0,2.0,1.0,72,18000,39990
2253,019029,Для женщин,1.73,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,72,24750,54990
2254,019112,Для женщин,1.69,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,72,16500,54990
2255,019182,Для женщин,1.33,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,6.0,2.0,72,17100,37990
2256,019196,Для женщин,1.59,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,3.0,1.0,72,19350,42990
2257,019262,Для женщин,1.34,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,4.0,2.0,72,17100,37990
2258,019292,Для женщин,1.23,Красное золото,585.0,Родирование,Фианит,Круг,5.0,Бесцветный,0.043,1.0,7.272491669751944,3.3737936154417225,72,14400,47990
2259,019298,Для женщин,0.85,Красное золото,585.0,Родирование,Фианит,Круг,5.0,Бесцветный,0.043,1.0,7.272491669751944,3.3737936154417225,72,11250,24990
2260,019308,Для женщин,1.61,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,72,21600,47990
2261,019309,Для женщин,1.76,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,1.0,7.272491669751944,3.3737936154417225,72,23850,52990
2262,019318,Для женщин,3.03,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,6.0,6.0,2.0,72,39600,87990
2263,019362,Для женщин,2.51,Красное золото,585.0,Родирование,Фианит,Круг,50.0,Бесцветный,0.425,3.0,7.272491669751944,3.3737936154417225,72,35100,77990
2264,019375,Для женщин,2.08,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,7.0,7.272491669751944,3.3737936154417225,72,28350,62990
2265,019382,Для женщин,2.2,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,1.0,7.272491669751944,3.3737936154417225,72,23850,52990
2266,019386,Для женщин,0.98,Красное золото,585.0,Родирование,Фианит,Круг,24.0,Бесцветный,0.204,1.0,7.272491669751944,3.3737936154417225,72,11700,25990
2267,019404,Для женщин,1.95,Красное золото,585.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.122,3.0,7.272491669751944,3.3737936154417225,72,23850,52990
2268,019418,Для женщин,2.83,Красное золото,585.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,7.272491669751944,3.3737936154417225,72,41850,92990
2269,019428,Для женщин,2.45,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,3.0,7.272491669751944,3.3737936154417225,72,36000,79990
2270,019436,Для женщин,3.33,Красное золото,585.0,Родирование,Фианит,Круг,10.0,Бесцветный,0.085,3.0,7.272491669751944,3.3737936154417225,72,49500,109990
2271,019458,Для женщин,2.05,Красное золото,585.0,Неизвестно,Фианит,Круг,88.0,Бесцветный,0.748,5.0,5.0,2.0,72,31500,69990
2272,019464,Для женщин,2.99,Красное золото,585.0,Родирование,Фианит,Круг,28.0,Бесцветный,0.28,3.0,7.272491669751944,3.3737936154417225,72,39600,87990
2273,019474,Для женщин,1.44,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,7.272491669751944,3.3737936154417225,72,22500,49990
2274,019478,Для женщин,3.74,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,7.272491669751944,3.3737936154417225,72,49500,109990
2275,019500,Для женщин,2.57,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.0,5.0,72,37350,82990
2276,1012379-3,Для женщин,1.58,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.067,1.0,3.0,4.0,73,37500,124990
2277,1012449-3,Для женщин,1.09,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.044,1.0,2.0,2.0,73,31500,69990
2278,1012590-3,Для женщин,3.75,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,4.0,Бесцветный,0.116,7.0,7.272491669751944,3.3737936154417225,73,81000,179990
2279,1012612-3,Для женщин,3.65,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,106.0,Бесцветный,0.388,2.0,7.272491669751944,3.3737936154417225,73,180000,399990
2280,1012618,Для женщин,1.59,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.157,2.0,7.272491669751944,3.3737936154417225,73,94500,209990
2281,1012620,Для женщин,1.61,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.197,2.0,7.272491669751944,3.3737936154417225,73,108000,239990
2282,1012620-3,Для женщин,1.67,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.197,1.0,7.272491669751944,3.3737936154417225,73,108000,239990
2283,1012634,Для женщин,1.7,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.234,1.0,7.272491669751944,3.3737936154417225,73,141750,314990
2284,1012634-3,Для женщин,1.72,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.234,1.0,7.272491669751944,3.3737936154417225,73,141750,314990
2285,1012645-3,Для женщин,1.75,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,3.0,Бесцветный,0.023,2.0,7.272491669751944,3.3737936154417225,73,38250,84990
2286,1012692,Для женщин,1.99,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,11.0,Бесцветный,0.059,2.0,7.272491669751944,3.3737936154417225,73,51750,114990
2287,1012704-3,Для женщин,2.53,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,21.0,Бесцветный,0.078,3.0,7.272491669751944,3.3737936154417225,73,60750,134990
2288,1012706-3,Для женщин,1.06,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,39.0,Бесцветный,0.144,1.0,7.272491669751944,3.3737936154417225,73,39600,87990
2289,1110228-3,Для женщин,1.58,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.035,3.0,3.0,1.0,73,30600,67990
2290,1110234-3,Для женщин,1.96,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,6.0,Бесцветный,0.032,4.0,7.272491669751944,3.3737936154417225,73,38250,84990
2291,1110243-3,Для женщин,1.72,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,36.0,Бесцветный,0.108,1.0,7.272491669751944,3.3737936154417225,73,41850,92990
2292,1110247,Для женщин,4.93,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,62.0,Бесцветный,0.249,5.0,7.272491669751944,3.3737936154417225,73,92250,204990
2293,1110247-3,Для женщин,4.9,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,62.0,Бесцветный,0.249,5.0,7.272491669751944,3.3737936154417225,73,101250,224990
2294,1110249-3,Для женщин,1.16,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,253.0,Бесцветный,0.43,2.4602927436935533,7.272491669751944,3.3737936154417225,73,69750,154990
2295,12.71.00.01.11.0040.3,Для мужчин,6.0,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,73,1170,2590
2296,71-00329,Для женщин,1.5,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,12.0,Бесцветный,0.065,1.0,7.272491669751944,3.3737936154417225,73,29250,64990
2297,717080,Для женщин,2.1,Красное золото,585.0,Неизвестно,Топаз,Сердце,1.0,Голубой,4.104,1.0,7.272491669751944,3.3737936154417225,74,23850,52990
2298,87010087,Для женщин,2.16,Родированное серебро,925.0,"Золочение,  Родирование",Бриллиант (природный),Круг,3.0,Бесцветный,0.011,3.0,3.0,1.0,74,4050,8990
2299,9010071-47,Для женщин,2.19,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.33,3.0,5.0,5.0,74,141750,314990
2300,9010073-57,Для женщин,2.06,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.33,2.0,5.0,5.0,74,173250,384990
2301,9010122-47,Для женщин,2.48,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.445,2.4602927436935533,7.272491669751944,3.3737936154417225,74,216000,479990
2302,9010128-47,Для женщин,2.48,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,1.0,Бесцветный,0.445,2.4602927436935533,7.272491669751944,3.3737936154417225,74,216000,479990
2303,9010152-46,Для женщин,2.61,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.33,2.0,7.272491669751944,3.3737936154417225,74,150750,334990
2304,9010154-57,Для женщин,2.78,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.418,2.0,7.272491669751944,3.3737936154417225,74,216000,479990
2305,93010911,Для женщин,1.56,Золочёное серебро,925.0,Золочение,Фианит,Круг,9.0,Бесцветный,0.59,2.4602927436935533,2.0,2.0,74,1440,3190
2306,93011013,Для женщин,1.11,Золочёное серебро,925.0,Золочение,Фианит,Круг,7.0,Бесцветный,0.06,2.0,8.0,2.0,74,1440,3190
2307,94013781,Для женщин,3.27,Родированное серебро,925.0,Эмаль,Эмаль,Неизвестно,1.0,Неизвестно,0.48,4.0,9.0,2.0,74,2790,6190
2308,94014049,Для женщин,3.12,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,5.0,7.272491669751944,3.3737936154417225,74,3150,6990
2309,94014050,Для женщин,3.56,Родированное серебро,925.0,Эмаль,Эмаль,Неизвестно,1.0,Неизвестно,0.48,5.0,7.272491669751944,3.3737936154417225,74,3600,7990
2310,94014054,Для женщин,2.77,Родированное серебро,925.0,Неизвестно,Эмаль,Неизвестно,1.0,Неизвестно,0.48,3.0,7.272491669751944,3.3737936154417225,74,3060,6790
2311,94014066,Для женщин,4.32,Родированное серебро,925.0,Неизвестно,Фианит,Круг,131.0,Бесцветный,1.114,5.0,7.272491669751944,3.3737936154417225,75,5850,12990
2312,94014068,Для женщин,2.71,Родированное серебро,925.0,Родирование,Фианит,Овал,16.0,Бесцветный,4.352,3.0,7.272491669751944,3.3737936154417225,75,3600,7990
2313,94014091,Для женщин,2.69,Родированное серебро,925.0,Родирование,Фианит,Круг,23.0,Бесцветный,0.38,5.0,7.272491669751944,3.3737936154417225,75,3060,6790
2314,94014151,Для женщин,2.72,Родированное серебро,925.0,Неизвестно,Фианит,Круг,30.0,Бесцветный,0.495,7.0,7.272491669751944,3.3737936154417225,75,2970,6590
2315,94014156,Для женщин,2.85,Родированное серебро,925.0,Неизвестно,Фианит,Круг,21.0,Бесцветный,0.179,7.0,9.0,2.0,75,3820,8490
2316,94014170,Для женщин,4.6,Родированное серебро,925.0,Неизвестно,Фианит,Круг,98.0,Бесцветный,0.833,3.0,7.272491669751944,3.3737936154417225,75,4950,10990
2317,94014182,Для женщин,4.84,Родированное серебро,925.0,Неизвестно,Фианит,Круг,135.0,Бесцветный,1.148,6.0,6.0,2.0,75,5850,12990
2318,94014189,"Для женщин, Для мужчин, Унисекс",3.21,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,7.272491669751944,3.3737936154417225,75,2700,5990
2319,94014194,Для женщин,2.2,Родированное серебро,925.0,Родирование,Фианит,Круг,2.0,Бесцветный,0.901,2.0,7.272491669751944,3.3737936154417225,75,2790,6190
2320,94014218,Для женщин,2.14,Родированное серебро,925.0,Неизвестно,Фианит,Круг,34.0,Бесцветный,0.289,1.0,7.272491669751944,3.3737936154417225,75,2790,6190
2321,018659,Для женщин,2.9,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,14.0,3.0,75,33750,74990
2322,018946,Для женщин,0.96,Красное золото,585.0,Родирование,Фианит,Сердце,1.0,Бесцветный,0.408,1.0,4.0,3.0,75,11700,25990
2323,019348,Для женщин,2.6,Красное золото,585.0,Родирование,Фианит,Круг,51.0,Бесцветный,0.326,3.0,7.0,1.0,75,37350,82990
2324,019406,Для женщин,1.64,Красное золото,585.0,Родирование,Фианит,Круг,39.0,Бесцветный,0.332,2.0,7.272491669751944,3.3737936154417225,75,23850,52990
2325,019446,Для женщин,3.48,Красное золото,585.0,Родирование,Фианит,Круг,42.0,Бесцветный,0.357,2.0,7.272491669751944,3.3737936154417225,75,49500,109990
2326,019448,Для женщин,1.05,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,7.272491669751944,3.3737936154417225,75,14850,32990
2327,019468,Для мужчин,3.93,Красное золото,585.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,7.272491669751944,3.3737936154417225,75,40500,134990
2328,019475,Для женщин,1.5,Красное золото,585.0,Родирование,Фианит,Круг,15.0,Бесцветный,0.15,2.0,7.272491669751944,3.3737936154417225,75,22500,49990
2329,1012597,Для женщин,3.76,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.235,2.0,7.272491669751944,3.3737936154417225,75,135000,449990
2330,1012685-3,Для женщин,2.77,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.11,2.0,7.272491669751944,3.3737936154417225,75,78750,174990
2331,1012695-3,Для женщин,1.89,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.054,1.0,7.272491669751944,3.3737936154417225,75,51750,114990
2332,1110231,Для женщин,1.1,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,3.0,Бесцветный,0.008,1.0,7.272491669751944,3.3737936154417225,75,22500,49990
2333,1110246-3,Для женщин,1.86,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.183,2.0,7.272491669751944,3.3737936154417225,75,72000,159990
2334,12.71.00.01.10.0032.3,Для мужчин,6.0,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,75,630,1390
2335,12.71.00.01.10.0033.3,Для мужчин,6.0,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,75,1530,3390
2336,12.71.00.01.10.0034.3,Для мужчин,6.0,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,75,990,2190
2337,12.71.00.01.10.0038.3,Для мужчин,6.0,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,75,630,1390
2338,12.77.00.03.10.0043.3,Для мужчин,6.0,Сталь,1000.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,75,990,2190
2339,6015122,Для женщин,0.89,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.063,6.0,7.272491669751944,3.3737936154417225,75,35100,77990
2340,716961,Для женщин,2.52,Красное золото,585.0,Неизвестно,Топаз,Круг,1.0,Голубой,4.443,2.0,11.0,7.0,75,24750,54990
2341,92014473,Для женщин,2.01,Родированное серебро,925.0,Неизвестно,Топаз,Круг,1.0,Голубой,2.244,2.0,7.272491669751944,3.3737936154417225,76,3820,8490
2342,93011099,Для женщин,1.67,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,2.246,2.4602927436935533,7.272491669751944,3.3737936154417225,76,1350,2990
2343,94012177,Для женщин,1.45,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,76,1440,3190
2344,94014166,Для женщин,1.47,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,7.272491669751944,3.3737936154417225,76,1530,3390
2345,94014190,Для мужчин,4.74,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,7.272491669751944,3.3737936154417225,76,3820,8490
2346,94014215,Для женщин,3.38,Родированное серебро,925.0,Неизвестно,Фианит,Круг,10.0,Бесцветный,0.165,6.0,7.272491669751944,3.3737936154417225,76,4270,9490
2348,016836,Для женщин,3.46,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,76,45000,99990
2349,017253-4,Для женщин,1.01,Красное золото,375.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,76,9450,20990
2350,017399,Для женщин,0.81,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,76,12150,26990
2351,017460-4,Для женщин,1.81,Красное золото,375.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.451,2.4602927436935533,7.272491669751944,3.3737936154417225,76,14850,32990
2352,017487,Для женщин,1.28,Красное золото,585.0,Родирование,Фианит,Сердце,1.0,Бесцветный,0.408,2.4602927436935533,7.272491669751944,3.3737936154417225,76,17100,37990
2353,017551,Для женщин,2.54,Красное золото,585.0,Родирование,Фианит,Круг,11.0,Бесцветный,0.721,2.4602927436935533,7.272491669751944,3.3737936154417225,76,31500,69990
2354,017613,Для женщин,3.63,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,76,45000,99990
2355,017988,Для женщин,1.55,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.297,1.0,7.0,2.0,76,18000,39990
2356,018105-4,Для женщин,2.03,Красное золото,375.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,76,15750,34990
2357,018674-4,Для женщин,1.15,Красное золото,375.0,Родирование,Фианит,Круг,20.0,Бесцветный,0.17,2.4602927436935533,7.272491669751944,3.3737936154417225,76,10800,23990
2358,018761,Для женщин,2.34,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,2.246,2.0,8.0,4.0,76,23850,52990
2359,018891,Для женщин,1.3,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,2.0,1.0,76,15000,49990
2360,018895,Для женщин,1.55,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.872,2.0,7.272491669751944,3.3737936154417225,76,21600,47990
2361,019137,Для женщин,1.44,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,4.0,1.0,76,18000,39990
2362,019193,Для женщин,0.89,Красное золото,585.0,Родирование,Фианит,Круг,4.0,Бесцветный,0.262,1.0,5.0,2.0,76,11250,24990
2363,019285,Для женщин,2.6,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,4.0,1.0,76,26000,129990
2364,019289,Для женщин,1.79,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.451,1.0,7.272491669751944,3.3737936154417225,76,21600,47990
2365,019343,Для женщин,2.62,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,1.0,7.272491669751944,3.3737936154417225,76,26400,87990
2366,019352,Для женщин,1.73,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,1.455,1.0,7.272491669751944,3.3737936154417225,76,24750,54990
2367,019353,Для женщин,2.01,Красное золото,585.0,Родирование,Фианит,Круг,7.0,Бесцветный,0.856,1.0,7.272491669751944,3.3737936154417225,76,26100,57990
2368,019356,Для женщин,3.7,Красное золото,585.0,Родирование,Фианит,Круг,3.0,Бесцветный,0.602,8.0,7.272491669751944,3.3737936154417225,76,49500,109990
2369,019369,Для женщин,2.37,Красное золото,585.0,Родирование,Фианит,Круг,6.0,Бесцветный,0.051,4.0,7.272491669751944,3.3737936154417225,76,28350,62990
2370,019373,Для женщин,1.2,Красное золото,585.0,Родирование,Фианит,Круг,10.0,Бесцветный,0.165,1.0,7.272491669751944,3.3737936154417225,76,18000,39990
2371,019389,Для женщин,2.21,Красное золото,585.0,Родирование,Фианит,Круг,60.0,Бесцветный,0.51,4.0,7.272491669751944,3.3737936154417225,76,29250,64990
2372,019395,Для женщин,4.59,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,8.0,7.272491669751944,3.3737936154417225,76,67500,149990
2373,019399,Для женщин,2.69,Красное золото,585.0,Родирование,Фианит,Круг,3.0,Бесцветный,0.367,2.0,7.272491669751944,3.3737936154417225,76,31500,69990
2374,019400,Для женщин,2.41,Красное золото,585.0,Родирование,Фианит,Круг,31.0,Бесцветный,0.512,2.0,7.272491669751944,3.3737936154417225,76,31500,69990
2375,019405,Для женщин,3.86,Красное золото,585.0,Родирование,Фианит,Круг,83.0,Бесцветный,0.83,2.0,7.272491669751944,3.3737936154417225,76,54000,119990
2376,019413,Для женщин,1.5,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.315,1.0,7.272491669751944,3.3737936154417225,76,19350,42990
2377,019425,Для женщин,2.67,Красное золото,585.0,Родирование,Фианит,Круг,45.0,Бесцветный,0.383,2.0,7.272491669751944,3.3737936154417225,76,39600,87990
2378,019426,Для женщин,3.21,Красное золото,585.0,Родирование,Фианит,Круг,10.0,Бесцветный,0.43,4.0,7.272491669751944,3.3737936154417225,76,39600,87990
2379,019434,Для женщин,2.76,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,7.0,3.0,76,30000,99990
2380,019437,Для мужчин,2.88,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,76,38250,84990
2381,019438,Для женщин,1.73,Красное золото,585.0,Родирование,Фианит,Круг,28.0,Бесцветный,0.238,2.0,7.272491669751944,3.3737936154417225,76,26100,57990
2382,019441,Для женщин,4.57,Красное золото,585.0,Родирование,Фианит,Круг,112.0,Бесцветный,0.952,4.0,7.272491669751944,3.3737936154417225,77,60750,134990
2383,019445,Для женщин,2.62,Красное золото,585.0,Родирование,Фианит,Круг,17.0,Бесцветный,0.145,3.0,7.272491669751944,3.3737936154417225,77,28500,94990
2384,019449,Для женщин,3.01,Красное золото,585.0,Родирование,Фианит,Круг,36.0,Бесцветный,0.36,3.0,7.272491669751944,3.3737936154417225,77,41850,92990
2385,019452,Для женщин,3.4,Красное золото,585.0,Родирование,Фианит,Круг,46.0,Бесцветный,0.391,3.0,7.272491669751944,3.3737936154417225,77,39000,129990
2386,019470,Для женщин,2.21,Красное золото,585.0,Родирование,Фианит,Круг,9.0,Бесцветный,0.09,3.0,7.272491669751944,3.3737936154417225,77,21000,69990
2387,019473,Для женщин,2.12,Красное золото,585.0,Родирование,Фианит,Круг,4.0,Бесцветный,0.489,2.0,7.272491669751944,3.3737936154417225,77,22500,74990
2388,019476,Для женщин,1.35,Красное золото,585.0,Родирование,Фианит,Круг,6.0,Бесцветный,0.054,1.0,7.272491669751944,3.3737936154417225,77,21600,47990
2389,019486,Для женщин,2.0,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,77,28350,62990
2390,019494,Для женщин,1.56,Красное золото,585.0,Родирование,Фианит,Круг,10.0,Бесцветный,0.1,1.0,7.272491669751944,3.3737936154417225,77,18900,62990
2391,019507,Для женщин,1.74,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.272491669751944,3.3737936154417225,77,27000,59990
2392,019508,Для женщин,2.03,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,7.272491669751944,3.3737936154417225,77,31500,69990
2393,019510,Для женщин,2.39,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,7.272491669751944,3.3737936154417225,77,32850,72990
2394,019515,Для женщин,3.44,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,7.272491669751944,3.3737936154417225,77,40500,89990
2395,019519,Для женщин,2.91,Красное золото,585.0,Родирование,Фианит,Круг,79.0,Бесцветный,0.79,3.0,7.272491669751944,3.3737936154417225,77,39600,87990
2396,019531,Для женщин,2.53,Красное золото,585.0,Родирование,Фианит,Круг,30.0,Бесцветный,0.3,3.0,7.272491669751944,3.3737936154417225,77,31500,69990
2397,019532,Для женщин,1.94,Красное золото,585.0,Родирование,Фианит,Круг,27.0,Бесцветный,0.27,2.0,7.272491669751944,3.3737936154417225,77,24750,54990
2398,019534,Для женщин,3.21,Красное золото,585.0,Родирование,Фианит,Круг,5.0,Бесцветный,0.613,3.0,7.272491669751944,3.3737936154417225,77,44100,97990
2399,019537,Для женщин,1.58,Красное золото,585.0,Неизвестно,Фианит,Круг,9.0,Бесцветный,0.791,2.0,7.272491669751944,3.3737936154417225,77,22500,49990
