,Артикул,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Ширина кольца,Ширина,Высота,Номер страницы,Цена со скидкой,Цена без скидки
1366,94013614,Для женщин,3.26,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,12.0,12.0,1.0,45,3370,7490
1367,94013616,Для женщин,3.88,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,13.0,13.0,1.0,45,3450,11490
1368,94013621,Для женщин,2.24,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,7.0,7.0,1.0,45,2790,6190
1369,94013622,Для женщин,3.0,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,11.0,11.0,1.0,45,3150,6990
1370,94013629,Для женщин,2.12,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,6.0,2.0,45,2070,4590
1371,94013633,Для женщин,4.89,Родированное серебро,925.0,Неизвестно,Фианит,Круг,192.0,Бесцветный,1.632,3.0,14.0,4.0,45,3820,8490
1372,94013641,Для женщин,1.23,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.618,2.4602927436935533,7.272491669751944,3.3737936154417225,45,2070,4590
1373,94013658,Для женщин,1.02,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.451,2.4602927436935533,7.272491669751944,3.3737936154417225,45,1440,3190
1374,94013665,Для женщин,2.24,Родированное серебро,925.0,Неизвестно,Фианит,Круг,3.0,Бесцветный,0.602,2.4602927436935533,7.272491669751944,3.3737936154417225,45,1800,3990
1375,94013678,Для женщин,1.9,Родированное серебро,925.0,Неизвестно,Фианит,Круг,14.0,Бесцветный,0.119,2.0,12.0,4.0,45,2070,4590
1376,94013688,Для женщин,3.55,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,5.0,8.0,2.0,45,2970,6590
1377,94013689,Для женщин,1.53,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.122,2.0,9.0,2.0,45,2070,4590
1378,94013695,Для женщин,2.72,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,12.0,2.0,45,2430,5390
1379,94013701,Для женщин,2.91,Родированное серебро,925.0,Неизвестно,Фианит,Круг,23.0,Бесцветный,0.196,7.0,7.0,1.0,45,3150,6990
1380,94013713,Для женщин,1.67,Родированное серебро,925.0,Неизвестно,Фианит,Круг,21.0,Бесцветный,0.179,2.0,4.0,2.0,45,2070,4590
1381,94013717,Для женщин,2.37,Родированное серебро,925.0,Неизвестно,Фианит,Круг,23.0,Бесцветный,0.196,5.0,5.0,2.0,45,2430,5390
1382,94013759,Для женщин,1.91,Родированное серебро,925.0,Неизвестно,Фианит,Круг,8.0,Бесцветный,0.068,2.0,10.0,3.0,45,1890,4190
1383,94013763,Для женщин,3.03,Родированное серебро,925.0,Неизвестно,Фианит,Круг,92.0,Бесцветный,0.782,4.0,5.0,2.0,45,3150,6990
1384,94013769,Для женщин,2.36,Родированное серебро,925.0,Неизвестно,Фианит,Круг,17.0,Бесцветный,0.281,2.4602927436935533,6.0,3.0,45,2250,4990
1385,94013776,Для женщин,2.93,Родированное серебро,925.0,Родирование,Фианит,Круг,110.0,Бесцветный,0.935,2.0,6.0,3.0,45,2430,5390
1386,94013782,Для женщин,3.26,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,15.0,8.0,45,3150,6990
1387,94013792,Для женщин,4.96,Родированное серебро,925.0,Неизвестно,Фианит,Круг,125.0,Бесцветный,1.063,5.0,13.0,3.0,45,5170,11490
1388,94013829,Для женщин,3.36,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,6.0,1.0,45,2700,5990
1389,94013847,Для женщин,1.88,Родированное серебро,925.0,Неизвестно,Фианит,Круг,25.0,Бесцветный,0.213,2.0,4.0,2.0,45,2070,4590
1390,94013851,Для женщин,1.57,Родированное серебро,925.0,Неизвестно,Фианит,Круг,2.0,Бесцветный,0.057,3.0,3.0,1.0,45,1530,3390
1391,94013853,Для женщин,7.53,Родированное серебро,925.0,Неизвестно,Фианит,Круг,243.0,Бесцветный,2.066,4.0,16.0,4.0,45,6300,13990
1392,94013865,Для женщин,1.65,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,3.0,1.0,45,1800,3990
1393,94013867,Для женщин,3.5,Родированное серебро,925.0,Эмаль,Эмаль,Неизвестно,1.0,Неизвестно,0.48,4.0,7.272491669751944,3.3737936154417225,45,5170,11490
1394,94013884,Для женщин,1.87,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,5.0,2.0,46,1980,4390
1396,94110032,"Для женщин, Для мужчин, Унисекс",1.45,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,1.0,3.0,46,1170,2590
1397,94110034,Для женщин,2.58,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.009,3.0,3.0,1.0,46,1800,3990
1398,95010074,Для мужчин,5.75,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,46,7650,16990
1399,95010077,Для мужчин,3.68,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,46,5850,12990
1400,95010084,Для мужчин,8.89,Чернёное серебро,925.0,Золочение,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,46,7200,15990
1401,95010161,Для мужчин,10.85,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,46,6520,14490
1402,95010163,Для мужчин,6.04,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,16.0,5.0,46,5170,11490
1403,95010172,Для мужчин,7.74,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,12.0,12.0,2.0,46,6520,14490
1404,95010195,Для женщин,11.78,Чернёное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,13.0,13.0,3.0,46,6000,19990
1405,016619,Для женщин,1.41,Красное золото,585.0,Родирование,Фианит,Круг,28.0,Бесцветный,0.462,2.4602927436935533,7.272491669751944,3.3737936154417225,46,16000,79990
1406,017152,Для женщин,0.84,Красное золото,585.0,Родирование,Фианит,Круг,3.0,Бесцветный,0.086,2.4602927436935533,7.272491669751944,3.3737936154417225,46,11250,24990
1407,017494-2,Для женщин,1.6,Жёлтое золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.618,2.4602927436935533,7.272491669751944,3.3737936154417225,46,17400,57990
1408,017550-2,Для женщин,2.04,Жёлтое золото,585.0,Родирование,Фианит,Круг,11.0,Бесцветный,0.721,2.4602927436935533,7.272491669751944,3.3737936154417225,46,18900,62990
1409,017720,Для женщин,3.01,Красное золото,585.0,Родирование,Фианит,Круг,20.0,Бесцветный,0.17,2.0,14.0,3.0,46,37350,82990
1410,017919,Для женщин,1.24,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.618,2.0,6.0,3.0,46,17100,37990
1411,018075,Для женщин,2.18,Красное золото,585.0,Родирование,Фианит,Круг,25.0,Бесцветный,0.713,2.0,6.0,2.0,46,28350,62990
1412,018085,Для женщин,1.31,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.066,2.0,7.0,2.0,46,15750,34990
1413,018148,Для женщин,1.29,Красное золото,585.0,Родирование,Фианит,Круг,7.0,Бесцветный,0.06,2.0,7.0,2.0,46,14850,32990
1414,018209,Для женщин,1.49,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.201,2.0,6.0,4.0,46,17100,37990
1415,018222,Для женщин,2.28,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.122,2.0,9.0,3.0,46,26100,57990
1416,018258,Для женщин,2.49,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.618,3.0,7.0,5.0,46,35100,77990
1417,018308-2,Для женщин,4.66,Жёлтое золото,585.0,Родирование,Фианит,Круг,48.0,Бесцветный,0.408,2.0,15.0,5.0,46,58500,129990
1418,018314-3,Для женщин,1.54,Белое золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.201,2.4602927436935533,7.272491669751944,3.3737936154417225,46,21600,47990
1419,018437,Для женщин,2.25,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.618,2.0,13.0,4.0,46,23850,52990
1420,018670,Для женщин,1.93,Красное золото,585.0,Алмазная грань,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,9.0,2.0,46,24750,54990
1421,018685-2,Для женщин,4.04,Жёлтое золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,3.0,12.0,2.0,46,45000,149990
1422,018718,Для женщин,3.52,Красное золото,585.0,Родирование,Фианит,Круг,40.0,Бесцветный,0.34,3.0,15.0,3.0,46,39600,87990
1423,018797,Для женщин,2.23,Красное золото,585.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,10.0,1.0,46,28350,62990
1424,018799-3,Для женщин,1.52,Белое золото,585.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,5.0,2.0,46,21600,47990
1425,018810-2,Для женщин,1.23,Жёлтое золото,585.0,Родирование,Фианит,Круг,21.0,Бесцветный,0.179,2.4602927436935533,7.272491669751944,3.3737936154417225,46,14850,32990
1426,018861,Для женщин,1.89,Красное золото,585.0,Родирование,Фианит,Круг,16.0,Бесцветный,0.136,2.0,8.0,3.0,46,21000,69990
1427,019132,Для женщин,1.65,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,9.0,3.0,46,21600,47990
1428,019224,Для женщин,2.28,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.846,2.0,8.0,4.0,46,22500,49990
1429,1010102,Для женщин,2.65,Белое золото,585.0,Неизвестно,Бриллиант (природный),Круг,6.0,Бесцветный,0.487,2.4602927436935533,7.272491669751944,3.3737936154417225,46,121500,404990
1430,1011066,Для женщин,2.18,Комбинированное золото,585.0,Неизвестно,Бриллиант (природный),Круг,1.0,Бесцветный,0.109,2.4602927436935533,7.272491669751944,3.3737936154417225,46,56250,124990
1431,1011385,Для женщин,1.23,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.021,2.4602927436935533,7.272491669751944,3.3737936154417225,46,26100,57990
1432,1011403,Для женщин,1.47,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.03,2.4602927436935533,7.272491669751944,3.3737936154417225,46,32850,72990
1433,1011411,Для женщин,2.52,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.036,2.4602927436935533,7.272491669751944,3.3737936154417225,46,54000,119990
1434,1011580,Для женщин,1.64,Жёлтое золото,585.0,Неизвестно,Бриллиант (природный),Круг,1.0,Бесцветный,0.26,2.4602927436935533,7.272491669751944,3.3737936154417225,46,130500,434990
1435,1011584,Для женщин,0.82,Жёлтое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.046,2.4602927436935533,7.272491669751944,3.3737936154417225,46,21600,47990
1436,1011680,Для женщин,2.85,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.11,2.4602927436935533,7.272491669751944,3.3737936154417225,46,69750,154990
1437,1011764,Для женщин,1.52,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.008,2.0,5.0,3.0,46,26100,57990
1438,1011773,Для женщин,1.97,Белое золото,585.0,Неизвестно,Бриллиант (природный),Круг,5.0,Бесцветный,0.182,2.0,4.0,3.0,46,48000,159990
1439,1012075-2,Для женщин,2.14,Жёлтое золото,585.0,Родирование,Бриллиант (природный),Круг,37.0,Бесцветный,0.366,2.4602927436935533,7.272491669751944,3.3737936154417225,46,135000,299990
1440,1012100,Для женщин,1.31,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.013,1.0,6.0,2.0,46,19350,42990
1441,1012222-3,Для женщин,1.98,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.008,2.0,4.0,4.0,47,30600,67990
1442,1012255,Для женщин,2.81,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.783,3.0,3.0,4.0,47,256500,569990
1443,1012259-3,Для женщин,1.57,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.081,1.0,3.0,3.0,47,45000,99990
1444,1012263,Для женщин,0.91,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.03,1.0,3.0,2.0,47,23850,52990
1445,1012273-3,Для женщин,1.75,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.008,1.0,3.0,4.0,47,30600,67990
1446,1012302-3,Для женщин,2.4,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.092,2.0,4.0,5.0,47,51000,169990
1447,1012335-3,Для женщин,1.76,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.081,2.0,5.0,3.0,47,45000,99990
1448,1012349,Для женщин,3.6,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,1.0,Бесцветный,0.239,2.0,5.0,3.0,47,162000,359990
1449,1012351,Для женщин,1.89,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.092,2.0,4.0,4.0,47,48000,159990
1450,1012361,Для женщин,2.52,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.092,2.0,6.0,3.0,47,72000,159990
1451,1012365,Для женщин,2.78,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,1.0,Бесцветный,0.134,2.0,5.0,5.0,47,66000,219990
1452,1012401,Для женщин,1.66,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.092,2.0,5.0,4.0,47,49500,109990
1453,1012409,Для женщин,1.43,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,7.0,Бесцветный,0.148,2.0,3.0,2.0,47,56250,124990
1454,1012418,Для женщин,2.46,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.067,2.0,3.0,4.0,47,42000,139990
1455,1012436,Для женщин,3.21,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,3.0,Бесцветный,0.089,4.0,7.0,3.0,47,72000,159990
1456,1012441,Для женщин,2.14,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.551,2.0,3.0,5.0,47,177750,394990
1457,1012441-3,Для женщин,2.16,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.551,2.0,3.0,5.0,47,177750,394990
1458,1012458,Для женщин,1.07,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.085,2.0,3.0,3.0,47,54000,119990
1459,1012489,Для женщин,1.84,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,29.0,Бесцветный,0.458,2.0,2.0,2.0,47,76500,254990
1460,1012499-3,Для женщин,1.25,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.196,2.0,2.0,2.0,47,60750,134990
1461,1012550-3,Для женщин,5.9,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,166.0,Бесцветный,0.694,4.0,11.0,5.0,47,181500,604990
1462,1110166,Для женщин,2.17,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.039,2.4602927436935533,7.272491669751944,3.3737936154417225,47,40500,89990
1463,1110168-2,Для женщин,1.61,Жёлтое золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.039,2.4602927436935533,7.272491669751944,3.3737936154417225,47,38250,84990
1464,111214,"Для женщин, Для мужчин, Унисекс",2.26,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,47,30600,67990
1465,716970,Для женщин,3.18,Красное золото,585.0,Неизвестно,Топаз,Круг,15.0,Голубой,4.625,3.0,4.0,3.0,48,34500,114990
1466,8010071-3,Для женщин,4.81,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,20.0,Бесцветный,0.076,2.0,10.0,11.0,48,90000,199990
1467,81010434,Для женщин,1.73,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.878,2.0,6.0,5.0,48,17400,57990
1468,87010039,Для женщин,2.13,Родированное серебро,925.0,"Золочение,  Родирование",Бриллиант (природный),Круг,3.0,Бесцветный,0.011,2.0,5.0,2.0,48,2970,6590
1469,89010028,Для женщин,1.55,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,1.463,2.4602927436935533,7.272491669751944,3.3737936154417225,48,2520,5590
1470,89010123,Для женщин,1.64,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,1.463,2.0,6.0,5.0,48,1440,3190
1471,9010067-36,Для женщин,1.9,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.325,2.0,5.0,5.0,48,218250,484990
1472,9010075-36,Для женщин,2.16,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.325,2.0,5.0,5.0,48,189000,419990
1473,93010884,Для женщин,2.6,Золочёное серебро,925.0,Золочение,Фианит,Квадрат,1.0,Бесцветный,1.05,5.0,11.0,4.0,48,3600,7990
1474,94013467,Для женщин,2.45,Родированное серебро,925.0,Неизвестно,Фианит,Круг,2.0,Бесцветный,0.057,2.0,2.0,2.0,48,1260,4190
1475,94013573,Для женщин,3.33,Родированное серебро,925.0,Неизвестно,Фианит,Круг,54.0,Синий,0.27,5.0,5.0,2.0,48,3150,6990
1476,94013693-91,Для женщин,2.24,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,48,1890,4190
1477,94013940-91,Для женщин,2.87,Родированное серебро,925.0,Родирование,Фианит,Овал,12.0,Бесцветный,4.244,2.4602927436935533,7.272491669751944,3.3737936154417225,48,3820,8490
1478,94013999-91,Для женщин,2.74,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,2.246,2.4602927436935533,7.272491669751944,3.3737936154417225,48,2550,8490
1479,94014010-91,Для женщин,2.34,Родированное серебро,925.0,Родирование,Фианит,Круг,12.0,Бесцветный,0.63,2.4602927436935533,7.272491669751944,3.3737936154417225,48,2970,6590
1480,94014012-91,Для женщин,1.67,Родированное серебро,925.0,Родирование,Фианит,Круг,50.0,Бесцветный,0.75,2.4602927436935533,7.272491669751944,3.3737936154417225,48,1350,2990
1481,94014015-91,Для женщин,1.95,Родированное серебро,925.0,Родирование,Фианит,Круг,29.0,Бесцветный,0.186,2.4602927436935533,7.272491669751944,3.3737936154417225,48,1530,3390
1482,94014033-91,Для женщин,1.4,Родированное серебро,925.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,48,1350,2990
1483,1012120,Для женщин,2.0,Комбинированное золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.066,2.0,3.0,5.0,48,42750,94990
1484,017114,Для женщин,2.16,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,48,28350,62990
1485,017294,Для женщин,1.31,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,48,18000,39990
1486,017347,Для женщин,1.2,Красное золото,585.0,"Алмазная грань,  Родирование",Без вставок,Без вставок,0.0,Без вставок,0.0,2.4602927436935533,7.272491669751944,3.3737936154417225,48,18000,39990
1487,017704,Для женщин,2.69,Красное золото,585.0,Родирование,Фианит,Круг,28.0,Бесцветный,0.238,2.4602927436935533,7.272491669751944,3.3737936154417225,48,33750,74990
1488,017818,Для женщин,1.72,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.451,1.0,5.0,3.0,48,21600,47990
1489,018292,Для женщин,2.94,Красное золото,585.0,Родирование,Фианит,Круг,34.0,Бесцветный,0.289,2.0,11.0,2.0,48,35100,77990
1490,018359,Для женщин,1.4,Красное золото,585.0,Родирование,Фианит,Круг,20.0,Бесцветный,0.17,2.0,4.0,1.0,48,17100,37990
1491,018555,Для женщин,1.85,Красное золото,585.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,0.451,2.0,4.0,5.0,48,23850,52990
1492,018578,Для женщин,2.39,Красное золото,585.0,Родирование,Без вставок,Без вставок,0.0,Без вставок,0.0,1.0,9.0,3.0,48,31500,69990
1493,018686,Для женщин,2.21,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.0,2.0,48,28350,62990
1494,018771,Для женщин,2.52,Красное золото,585.0,Неизвестно,Фианит,Круг,20.0,Бесцветный,0.33,2.4602927436935533,7.272491669751944,3.3737936154417225,48,31500,69990
1495,018853,Для женщин,2.26,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,8.0,2.0,48,27000,59990
1496,018859,Для женщин,2.36,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.0,2.0,48,31500,69990
1497,018962,Для женщин,1.18,Красное золото,585.0,Родирование,Фианит,Круг,48.0,Бесцветный,0.408,2.0,3.0,1.0,48,18000,39990
1498,018965,Для женщин,0.94,Красное золото,585.0,Родирование,Фианит,Круг,3.0,Бесцветный,0.197,1.0,13.0,2.0,48,10500,34990
1499,019002,Для женщин,1.0,Красное золото,585.0,Родирование,Фианит,Круг,9.0,Бесцветный,0.257,1.0,18.0,2.0,49,13500,29990
1500,019011,Для женщин,1.89,Красное золото,585.0,Родирование,Фианит,Круг,31.0,Бесцветный,0.264,1.0,7.0,3.0,49,26100,57990
1501,019017,Для женщин,1.7,Красное золото,585.0,Родирование,Фианит,Круг,23.0,Бесцветный,0.196,2.0,5.0,2.0,49,21000,69990
1502,019026,Для женщин,1.3,Красное золото,585.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.451,2.4602927436935533,7.272491669751944,3.3737936154417225,49,21600,47990
1503,019063,Для женщин,1.46,Красное золото,585.0,Родирование,Фианит,Круг,19.0,Бесцветный,0.314,1.0,8.0,3.0,49,19350,42990
1504,019069,Для женщин,1.28,Красное золото,585.0,Родирование,Фианит,Сердце,1.0,Бесцветный,0.183,1.0,6.0,2.0,49,19350,42990
1505,019170,Для женщин,1.31,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,7.0,1.0,49,21600,47990
1506,019236,Для женщин,1.24,Красное золото,585.0,Родирование,Фианит,Круг,9.0,Бесцветный,1.101,1.0,3.0,2.0,49,17100,37990
1507,019259,Для женщин,2.43,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,6.0,4.0,49,26400,87990
1508,1012120-3,Для женщин,1.98,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.072,2.0,3.0,5.0,49,42750,94990
1509,1012270,Для женщин,3.74,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,10.0,Бесцветный,0.078,2.0,7.0,3.0,49,67500,149990
1510,1012347,Для женщин,0.67,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,9.0,Бесцветный,0.026,1.0,2.0,2.0,49,14850,32990
1511,1012377-3,Для женщин,1.07,Белое золото,585.0,"Алмазная грань,  Родирование",Бриллиант (природный),Круг,12.0,Бесцветный,0.035,1.0,2.0,1.0,49,26100,57990
1512,110130,"Для женщин, Для мужчин, Унисекс",3.16,Красное золото,585.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,4.0,2.0,49,35100,77990
1513,6015003,Для женщин,0.49,Красное золото,585.0,Неизвестно,Бриллиант (природный),Круг,1.0,Бесцветный,0.067,2.4602927436935533,8.0,4.0,49,30600,67990
1514,7010051,Для женщин,1.09,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,5.0,Бесцветный,0.038,2.0,3.0,1.5,49,33750,74990
1515,87010086,Для женщин,2.63,Золочёное серебро,925.0,Золочение,Бриллиант (природный),Круг,3.0,Бесцветный,0.011,4.0,4.0,1.0,49,3600,7990
1516,9010072-36,Для женщин,2.17,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1.0,Бесцветный,0.325,3.0,5.0,5.0,49,177750,394990
1517,92011581,Для женщин,1.91,Родированное серебро,925.0,Родирование,Топаз,Груша,1.0,Голубой,0.958,2.0,10.0,4.0,49,2160,4790
1518,93010241,Для женщин,1.86,Золочёное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,49,2070,4590
1519,93010595,Для женщин,1.53,Золочёное серебро,925.0,Золочение,Фианит,Круг,1.0,Бесцветный,0.451,2.4602927436935533,7.272491669751944,3.3737936154417225,49,1890,4190
1520,94011216,Для женщин,2.16,Родированное серебро,925.0,Неизвестно,Фианит,Круг,45.0,Бесцветный,0.743,2.4602927436935533,7.272491669751944,3.3737936154417225,50,1980,4390
1521,94011256,Для женщин,1.48,Родированное серебро,925.0,Неизвестно,Фианит,Круг,29.0,Бесцветный,0.247,2.4602927436935533,7.272491669751944,3.3737936154417225,50,1890,4190
1522,94011739,Для женщин,1.3,Родированное серебро,925.0,Неизвестно,Фианит,Круг,4.0,Бесцветный,0.803,2.4602927436935533,7.272491669751944,3.3737936154417225,50,1440,3190
1523,94012017,Для женщин,1.76,Родированное серебро,925.0,Неизвестно,Фианит,Круг,1.0,Бесцветный,1.455,2.4602927436935533,7.272491669751944,3.3737936154417225,50,1380,4590
1524,94012332,Для женщин,1.87,Родированное серебро,925.0,Родирование,Фианит,Круг,21.0,Бесцветный,0.179,2.4602927436935533,7.272491669751944,3.3737936154417225,50,1980,4390
1525,94012709,Для женщин,1.43,Родированное серебро,925.0,Родирование,Фианит,Круг,1.0,Бесцветный,0.043,2.4602927436935533,7.272491669751944,3.3737936154417225,50,1800,3990
1526,94012922,Для женщин,2.11,Родированное серебро,925.0,Родирование,Фианит,Круг,27.0,Бесцветный,0.23,2.0,10.0,3.0,50,1980,4390
1527,94013161,Для женщин,1.4,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,2.0,6.0,3.0,50,1890,4190
1528,94013214,Для женщин,3.63,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,4.0,11.0,1.0,50,3820,8490
1529,94013239,Для детей,0.89,Родированное серебро,925.0,Эмаль,Эмаль,Неизвестно,1.0,Неизвестно,0.48,2.0,8.0,2.0,50,1890,4190
1530,94013291,Для женщин,3.76,Родированное серебро,925.0,Неизвестно,Без вставок,Без вставок,0.0,Без вставок,0.0,8.0,11.0,2.0,50,3820,8490
